"id","deviceid","incidentid","type","timestamp","location","status","description"
"4f8e3715-894d-45dc-a679-e2c8708097f1","Vehicle-DM258","f02956ca-5ed0-482c-88a8-a60b0dbcc1a9","None","2026-02-01 18:42:54.407","[51.60602268073178,-0.30459947793903847]","Active","Description of the Incident"
"e0c7815e-5b49-4fb5-b42d-4406dc7e163f","Vehicle-DM258","8d38bf28-45f1-4793-a22f-a05ebebaa719","Medical","2026-02-01 18:43:41.407","[51.61546352000033,-0.3219629671389633]","Active","Description of the Incident"
"0cbe0764-0790-4d40-ad02-93b38ac6b13d","Vehicle-DM258","6805b477-7978-4c82-bce1-982e5ce9868c","None","2026-02-01 18:44:41.407","[51.624809445166825,-0.3392109575397592]","Resolved","Description of the Incident"
"fe210e1d-2145-40db-9c2f-7153a34a3437","Vehicle-DM258","f67cd7d3-b9fc-49c6-942f-a5621d658546","Accident","2026-02-01 18:45:35.407","[51.635061808072834,-0.356408044046757]","Resolved","Description of the Incident"
"9038aa0e-91d6-4e0b-942a-74616041a2db","Vehicle-DM258","4530f7f8-f397-4610-a581-7b65675936c5","Fire","2026-02-01 18:46:23.407","[51.64437084233284,-0.3739801225243325]","Resolved","Description of the Incident"
"c608741c-404f-4b9e-962d-360a1aa4a039","Vehicle-DM258","6a79491d-7e59-41b6-b8e5-be815b7cfcb5","Police","2026-02-01 18:46:57.407","[51.654327820111135,-0.39189188571696204]","Resolved","Description of the Incident"
"28a1819c-a1fd-42ab-8ec0-c1585bb681dd","Vehicle-DM258","fbcd2fb7-60e7-419e-9402-0bfc9aa290f8","Fire","2026-02-01 18:47:50.407","[51.664039398734154,-0.40955086104892535]","Resolved","Description of the Incident"
"f496edc5-452e-4137-bc34-e394afaae6a6","Vehicle-DM258","8ae8ddfe-233d-45f4-96f1-7de03865666f","None","2026-02-01 01:34:59.885","[52.16675170193778,-1.325095403814997]","Resolved","Description of the Incident"
"c8ecbb83-b207-416c-a7e6-bdce484288ac","Vehicle-DM258","a7f58c48-c7e6-4e2c-84ca-a18570ce4231","Police","2026-02-01 01:35:44.885","[52.176904962532475,-1.3427748564219537]","Active","Description of the Incident"
"681b262c-d006-46f1-bba6-2e5f8bcb43cd","Vehicle-DM258","6c3b2887-89c3-41ec-9f78-e44b50672c63","Police","2026-02-01 01:36:24.885","[52.18704897550846,-1.360490081326404]","Active","Description of the Incident"
"09b1b10a-9c88-43ac-9123-3d31d521dc85","Vehicle-DM258","18b38abd-7d89-45c1-a87a-280ee49afb1a","Accident","2026-02-01 01:37:04.885","[52.196463221778274,-1.377650727736227]","Resolved","Description of the Incident"
"ca77788b-7508-4135-a2ae-a5484b3891ed","Vehicle-DM258","e7068501-7ac5-4b10-9f57-fed0bae9d86b","None","2026-02-01 01:37:53.885","[52.206532747069545,-1.3955117049566836]","Active","Description of the Incident"
"78230a32-d592-4412-8ad2-3f0f4517156d","Vehicle-DM258","c8d25294-12de-4d04-8b3e-67a57dbe3f5b","Police","2026-02-01 01:29:58.885","[52.10837510980118,-1.2191356412423011]","Resolved","Description of the Incident"
"0ce5fd8f-9c4d-4a17-bbc1-0aff0f8cf24c","Vehicle-DM258","ae89b34b-7c9e-46e6-8d8d-bd10129c8150","Police","2026-02-01 01:30:48.885","[52.1178445989484,-1.2366763116170232]","Resolved","Description of the Incident"
"4b13f9e8-96d7-41a6-973d-cdc156383a9e","Vehicle-DM258","7dc8c681-1550-4791-971c-814502351606","None","2026-02-01 01:13:26.885","[51.915238426543844,-0.866419113405565]","Active","Description of the Incident"
"d43c178b-38fe-4da1-9643-af34c1919eb4","Vehicle-DM258","152302c7-a5c9-4ca2-87a5-57e79c29a9ea","Medical","2026-02-01 01:14:17.885","[51.92543335540643,-0.8839532206299371]","Resolved","Description of the Incident"
"e76bb920-af17-4344-a975-45cc2e2437d1","Vehicle-DM258","0cc0e753-422c-4a73-b7f9-67f2abbac7e4","Accident","2026-02-01 01:15:11.885","[51.93548258511433,-0.9017000944143729]","Active","Description of the Incident"
"b40ed902-10ad-4af9-9e45-ad0f14a490d3","Vehicle-DM258","6285c729-a24f-42ab-8654-38d2ff415433","Accident","2026-02-01 19:26:23.407","[52.12779518248539,-1.2544018593622095]","Resolved","Description of the Incident"
"b7df05db-7a07-4eee-b747-a3440656f756","Vehicle-DM258","39e099d9-8817-4a22-9ea7-aa2443b8ea87","Police","2026-02-01 19:27:04.407","[52.137496430056196,-1.272340276820815]","Active","Description of the Incident"
"8825b47a-755c-45fa-ba7d-f1a7fe3e9aa1","Vehicle-DM258","de728dfe-53f8-48c2-a4e4-18d72c7c1e8c","Accident","2026-02-01 19:27:59.407","[52.14681329949864,-1.289836254543811]","Active","Description of the Incident"
"411c8f18-99e7-4950-b87b-5af756a63b2c","Vehicle-DM258","d149f1c3-a57d-4230-a4a4-44cd03847e16","None","2026-02-01 19:28:45.407","[52.15659967500335,-1.307245651217819]","Active","Description of the Incident"
"6b02e017-7a6a-4e8c-9002-2d9e3507a2bb","Vehicle-DM258","14f20809-ab45-4ea7-846d-c791cd3d3eca","None","2026-02-01 19:29:40.407","[52.16675170193778,-1.325095403814997]","Resolved","Description of the Incident"
"574d1f2b-3c20-4496-b9ea-70234428b585","Vehicle-DM258","d0ddee30-1aca-42a4-85d1-bcc3b29f0fc9","Medical","2026-02-01 01:15:47.885","[51.94552481831839,-0.918876482681657]","Resolved","Description of the Incident"
"85962be1-a135-4105-9a7c-20773fd4701a","Vehicle-DM258","fcc9eb1a-788b-4b65-95d3-3ce6ced820d4","Police","2026-02-01 01:16:40.885","[51.954980607461756,-0.9363952351877661]","Resolved","Description of the Incident"
"5f83f408-a078-4dff-b8e2-d33b661532b5","Vehicle-DM258","9e7a7e05-4bb6-4a47-8eff-f85144d3a35c","Accident","2026-02-01 19:34:38.407","[52.23588327704901,-1.4481420188646423]","Resolved","Description of the Incident"
"6a6947b7-127f-4b69-9bd7-f7e617fd703c","Vehicle-DM258","fbc40df1-bcc1-45ee-ae77-f2b6314e4a18","Medical","2026-02-01 19:35:13.407","[52.24607248647261,-1.4655904079789432]","Active","Description of the Incident"
"5d5e11eb-c4c5-4e0a-82ed-1b852a5f07d9","Vehicle-DM258","d63e3eab-1282-4d90-9a4e-0d306359bf4e","None","2026-02-01 19:35:46.407","[52.25635986003812,-1.482863072520283]","Active","Description of the Incident"
"b33831de-138b-4505-873d-e5e8361e61ee","Vehicle-DM258","818d19b0-74b2-4325-9641-2ec683ee805d","None","2026-01-31 00:17:54.650","[51.51732742679845,-0.14590098924477735]","Active","Description of the Incident"
"26d23638-6500-45f7-9d44-0f814ff071ba","Vehicle-DM258","94437d9d-3160-4d0e-88c1-a8f0889e600e","Fire","2026-01-31 00:18:46.650","[51.52717667186139,-0.16331096963185496]","Active","Description of the Incident"
"e7ca52c3-d0d5-4da7-9228-efb48b7758e3","Vehicle-DM258","ca67c2e8-bcc4-4fab-aef1-4bb55836ac08","Police","2026-01-31 00:19:18.650","[51.5374218849336,-0.18110037508674234]","Active","Description of the Incident"
"ca85f7fd-888b-43ad-bcf8-e98c6514301e","Vehicle-DM258","54536f12-bb03-44a6-9271-95a1cc88ee36","Fire","2026-01-31 00:20:07.650","[51.547261925564875,-0.19839697042248935]","Active","Description of the Incident"
"18b5bedb-3987-40b7-a5b6-c877815fd475","Vehicle-DM258","ab3fa973-bcff-4501-94f4-4f964d1096f8","Fire","2026-01-31 00:21:03.650","[51.55693005178991,-0.21606956012012093]","Active","Description of the Incident"
"5adf099e-ceb8-4e70-ba26-fdee4697bfc1","Vehicle-DM258","4ea8a9b0-33d2-4f55-abb0-a1c527692754","Accident","2026-01-31 00:22:02.650","[51.56638145428367,-0.23381610467836328]","Active","Description of the Incident"
"fc57918a-fd79-4b71-bc5f-7a0886655fb1","Vehicle-DM258","437a9407-c406-46ff-8012-3593f43e3a01","Medical","2026-01-31 00:22:54.650","[51.57658259040786,-0.25137492462688477]","Resolved","Description of the Incident"
"4182bb22-23a9-41f9-9fd1-b1013eaa74c6","Vehicle-DM258","4bed1839-26d2-461e-992c-da97e1170528","Police","2026-01-31 00:23:31.650","[51.58676841329146,-0.2691015241217443]","Active","Description of the Incident"
"61f9a310-238f-417b-b0d0-9b452d07e655","Vehicle-DM258","1783bebb-0e76-429f-b558-f0893b084fa7","Medical","2026-01-31 00:24:15.650","[51.596441180603136,-0.2866316356933832]","Active","Description of the Incident"
"72fcf5dd-a213-4df7-bae3-88b95f0056f0","Vehicle-DM258","2e0da004-c4ea-4cb9-a0b7-ce88e82a4e97","None","2026-01-31 00:24:45.650","[51.60602268073178,-0.30459947793903847]","Active","Description of the Incident"
"a1e7a7c2-2401-4c0a-afec-782db9b8168b","Vehicle-DM258","bcb59335-3ff6-477a-b4d8-e4b229686969","Medical","2026-01-31 00:25:32.650","[51.61546352000033,-0.3219629671389633]","Active","Description of the Incident"
"a0548d9a-0583-4e18-8c83-6e3488f6baaa","Vehicle-DM258","3da1e3b5-e46d-455d-94e4-2f8c2504fea8","None","2026-01-31 00:26:32.650","[51.624809445166825,-0.3392109575397592]","Resolved","Description of the Incident"
"2138f58b-341c-4ccf-8075-215917c854c8","Vehicle-DM258","52ced588-edc2-4800-93fd-0ff6c78df137","Accident","2026-01-31 00:27:26.650","[51.635061808072834,-0.356408044046757]","Resolved","Description of the Incident"
"4bee93bc-9dd4-4eb3-9ff4-d97fa21cc1d8","Vehicle-DM258","4027ae06-07fd-414e-b920-f4e1be53042e","Fire","2026-01-31 00:28:14.650","[51.64437084233284,-0.3739801225243325]","Resolved","Description of the Incident"
"bc6e63c9-6fcd-4d3e-bed3-4326e7261595","Vehicle-DM258","af6d22e5-06f7-4f53-bdf8-e834ce8cbb6c","Police","2026-01-31 00:28:48.650","[51.654327820111135,-0.39189188571696204]","Resolved","Description of the Incident"
"406d0dcf-24b6-4cfc-b05f-31eb1917bd2b","Vehicle-DM258","771241b7-a860-44fc-bcf6-4ff97bda583e","Fire","2026-01-31 00:29:41.650","[51.664039398734154,-0.40955086104892535]","Resolved","Description of the Incident"
"653d1f14-4af5-4796-8afd-e603332e3cef","Vehicle-DM258","79aead8a-7847-4782-b48d-f512af49b65a","Fire","2026-01-31 00:30:25.650","[51.67346758103125,-0.42749337301313817]","Active","Description of the Incident"
"9e945f98-6961-48f7-aac9-289f9e3f336c","Vehicle-DM258","56539c70-7736-4329-8151-91c1121e1eff","None","2026-01-31 00:31:22.650","[51.6831619950892,-0.44513801459516716]","Resolved","Description of the Incident"
"960628b4-89d0-44a3-8239-883937dfc890","Vehicle-DM258","556293a9-e79f-4bab-91c5-9b777ac55699","None","2026-01-31 00:32:22.650","[51.692604791914476,-0.46296730676967257]","Active","Description of the Incident"
"e30bf7c6-2da4-40d2-bdee-e166257161ad","Vehicle-DM258","f8c01b95-9484-41f7-841f-9355ad3c1680","None","2026-01-31 00:33:19.650","[51.701949671494205,-0.48058547827267917]","Active","Description of the Incident"
"5e38750e-4ed5-417c-89e0-ddcee3c005e4","Vehicle-DM258","a7a0c400-be26-4452-ab9e-b7691ed8cc11","Police","2026-01-31 00:34:07.650","[51.711857053004536,-0.49829225335734334]","Resolved","Description of the Incident"
"95d169f7-e8e9-4f78-ac49-f12e36fcad0a","Vehicle-DM258","8c0733cc-c4f5-4cc1-8d35-1c8d3403bfbd","Accident","2026-01-31 00:34:37.650","[51.722074071336245,-0.5154825190698985]","Active","Description of the Incident"
"7f144e15-bb73-4c43-8489-5a3ee507f6cf","Vehicle-DM258","beca9123-6c50-450a-b34a-c22c3fd7b852","Fire","2026-01-31 00:35:33.650","[51.731731598424986,-0.5334507722375413]","Resolved","Description of the Incident"
"4266e5ca-ecbf-4ebf-b9a0-60f8ea0d1131","Vehicle-DM258","bbbb2bdd-c57a-4685-a75d-67b21a602afa","Medical","2026-01-31 00:36:20.650","[51.7411350270954,-0.551469736259832]","Active","Description of the Incident"
"cde3e461-14da-4bf7-a45f-f6e0861dd856","Vehicle-DM258","33e56953-7fb0-436f-99a8-ae30602cc348","Accident","2026-01-31 00:36:58.650","[51.750515325563114,-0.5691721604872683]","Active","Description of the Incident"
"b80740b5-f8d6-4403-a5ce-9987a728fcd9","Vehicle-DM258","48062684-65b1-4698-8c31-46d5a7e9bbf8","Accident","2026-01-31 00:37:56.650","[51.759878569423186,-0.5864150540939681]","Resolved","Description of the Incident"
"744b189d-1da0-42e6-8537-ac9302b83580","Vehicle-DM258","f4d5ff43-eb77-41e4-b0b0-33739b47fafb","Fire","2026-01-31 00:38:29.650","[51.76937664596153,-0.6042915243547452]","Resolved","Description of the Incident"
"846e2074-d7df-430d-8571-60449c834d42","Vehicle-DM258","826d618d-170a-4602-8c9d-35c2e7d00a41","Accident","2026-01-31 00:39:09.650","[51.778689432323425,-0.6216809598829901]","Resolved","Description of the Incident"
"d88dddb0-1953-4367-9926-82877c3cd41a","Vehicle-DM258","86d95a79-7ce0-4cb2-8592-da2017d3f927","Accident","2026-01-31 00:39:53.650","[51.78819986604097,-0.6389903732773932]","Resolved","Description of the Incident"
"23990324-86b1-4d83-a8ed-d2929e7f1fa1","Vehicle-DM258","9866e6c4-b506-43ef-a5ae-2c833b06f79a","Medical","2026-01-31 00:40:44.650","[51.79783901217005,-0.6566069676018652]","Active","Description of the Incident"
"dc6cb485-a9c0-4a43-ac41-0cb144c6e7e6","Vehicle-DM258","513d8837-3792-47f4-b249-0f6f75ae8a12","Police","2026-01-31 00:41:37.650","[51.80723541471727,-0.6742984038433006]","Active","Description of the Incident"
"584ad723-38b3-480e-aef9-35e4cf1e54d2","Vehicle-DM258","4c045352-42e6-4a84-a9f4-5ab7c13df5c2","Accident","2026-01-31 00:42:28.650","[51.81704333506583,-0.6916178929736005]","Resolved","Description of the Incident"
"4a15f847-8e3f-467f-a8a3-ad3a4f96addc","Vehicle-DM258","a51ebda4-001b-4f06-87a7-b10978acb065","None","2026-01-31 00:43:08.650","[51.82683845756987,-0.7090770000694948]","Resolved","Description of the Incident"
"73a769c4-a5ce-484c-bf93-f5fc961a1b78","Vehicle-DM258","c300377c-6a7d-43e3-962a-fc3716b65114","Fire","2026-01-31 00:43:47.650","[51.83653253273863,-0.7263692749001908]","Active","Description of the Incident"
"bb1ec512-bda7-4d35-b5af-11f9276abd6d","Vehicle-DM258","e15579e6-c7b8-4523-9080-28050a656fdb","Police","2026-01-31 00:44:36.650","[51.84610431914362,-0.7438314210638858]","Active","Description of the Incident"
"1d364b03-589a-4041-a352-41d6e5a0b213","Vehicle-DM258","56aa0102-cc2f-40b3-ad4e-fb83dd516d63","Accident","2026-01-31 00:45:24.650","[51.855847735312004,-0.7610712841548348]","Resolved","Description of the Incident"
"754eb408-cf40-4281-b936-3fc75c7bcd53","Vehicle-DM258","cb705772-4b24-4929-b7a6-5e0cc54f5e69","None","2026-01-31 00:46:16.650","[51.865354576448816,-0.7783931742986617]","Resolved","Description of the Incident"
"592aabe5-ee16-4e01-a1a4-c084db9a5a17","Vehicle-DM258","dddd8ed3-aa2d-40f8-b652-991f2dc8d7f2","Fire","2026-01-31 00:47:05.650","[51.87559261605726,-0.7956277483728513]","Resolved","Description of the Incident"
"46d83098-e5c7-42c9-8218-2cf9793aabb0","Vehicle-DM258","2dd96cad-f563-47a4-b9a2-33b69d95e82c","Fire","2026-01-31 00:47:55.650","[51.885646429741556,-0.8132324485600234]","Active","Description of the Incident"
"591b78d3-0b50-4c79-9322-8d5c25907557","Vehicle-DM258","923e143f-ff7c-435e-a820-8ad3ec0554f0","None","2026-01-31 00:48:31.650","[51.89531746503399,-0.8312056432934463]","Active","Description of the Incident"
"120623a8-e6d9-450f-b1dd-33a8537f6984","Vehicle-DM258","9564cbf8-8d91-438b-a429-727cc1380a54","None","2026-01-31 00:49:13.650","[51.90546219706629,-0.8485660487173282]","Active","Description of the Incident"
"e34f53f1-2ee3-4dd8-9dc1-f73698e4c026","Vehicle-DM258","e6262776-04ad-4537-ba0f-72989c7483dc","None","2026-01-31 00:49:58.650","[51.915238426543844,-0.866419113405565]","Active","Description of the Incident"
"73e4e4c3-a1b8-4445-b392-84f6e4da3bcb","Vehicle-DM258","53811b60-91b9-49c5-82d8-fc139beddaac","Medical","2026-01-31 00:50:49.650","[51.92543335540643,-0.8839532206299371]","Resolved","Description of the Incident"
"34a818f6-27e9-4ae2-83bf-f54726add94f","Vehicle-DM258","f11f2e31-df5b-4b94-96ab-0afdd96902b5","Accident","2026-01-31 00:51:43.650","[51.93548258511433,-0.9017000944143729]","Active","Description of the Incident"
"7ca9fb08-01fd-4713-b9c1-d4a7031bade1","Vehicle-DM258","c8e06674-5e4d-4e4b-a933-502cd50824dc","Medical","2026-01-31 00:52:19.650","[51.94552481831839,-0.918876482681657]","Resolved","Description of the Incident"
"d4ca48c0-3a53-4416-8cad-9840fe0a8134","Vehicle-DM258","65a2eaaa-f2e7-4feb-bba4-acb4c408efff","Police","2026-01-31 00:53:12.650","[51.954980607461756,-0.9363952351877661]","Resolved","Description of the Incident"
"c767444b-7366-4c76-9b8a-2e095515dd9c","Vehicle-DM258","9b9d3d5b-5125-4edb-af44-f7a9b7eda20c","None","2026-01-31 00:54:00.650","[51.965210078060295,-0.9543229054106744]","Active","Description of the Incident"
"86eb3db2-b858-40a7-80c4-61b5648a93ba","Vehicle-DM258","66f9b3b0-2970-4a3d-a875-15c0dda3c8a7","Police","2026-01-31 00:54:41.650","[51.9748452818256,-0.9720205273974397]","Active","Description of the Incident"
"987d3db5-9d11-4e54-a047-d0c29b2be440","Vehicle-DM258","b84892a6-dc13-462d-ae31-9e10bf0d6c00","Fire","2026-01-31 00:55:41.650","[51.98456876897061,-0.9894127320934264]","Active","Description of the Incident"
"4bd661a7-913d-4738-b496-ac6cc75e6e52","Vehicle-DM258","d64fb249-1d3c-4fa8-b660-0b0022fe55bc","Medical","2026-01-31 00:56:35.650","[51.994135697219804,-1.0070879300932327]","Resolved","Description of the Incident"
"f7eadbaf-c6bc-425d-847c-b84fd49fbc1d","Vehicle-DM258","e87f5803-d0cc-4a63-996b-4f56ad937aeb","Police","2026-01-31 00:57:33.650","[52.00370335570784,-1.0246177750852952]","Resolved","Description of the Incident"
"42163198-ca1d-491b-944d-eb68a4889c98","Vehicle-DM258","7e4e8e62-7d28-498f-95b5-2b43b2da1574","None","2026-01-31 00:58:12.650","[52.01343953025743,-1.0427265318259467]","Resolved","Description of the Incident"
"cc093259-b107-451d-a19c-ef3f11151adf","Vehicle-DM258","90e43955-4b44-4a7f-b61c-6902daeb32b9","Fire","2026-01-31 00:58:51.650","[52.023079340785046,-1.0603987865630935]","Resolved","Description of the Incident"
"708b1687-4254-4932-9a39-0797adcc1246","Vehicle-DM258","af8f331b-e529-4a2b-9d67-d0098fe7e084","None","2026-01-31 00:59:45.650","[52.032643840412014,-1.0779351996571327]","Active","Description of the Incident"
"722e0bd1-727b-4195-a250-e517df8a229a","Vehicle-DM258","8b560b85-8a19-4e2c-8d50-d697fa86f20d","Police","2026-01-31 01:00:32.650","[52.042206151738796,-1.0950869047260299]","Resolved","Description of the Incident"
"604f834d-829d-4842-80e4-816b50bf18bd","Vehicle-DM258","5b319b57-6505-4289-a7d4-6e2b7cd41248","None","2026-01-31 01:01:32.650","[52.051678515409186,-1.1131615280088463]","Resolved","Description of the Incident"
"b76de32f-29be-44ba-a9a2-7ac198683d66","Vehicle-DM258","ace7ed18-858f-41e1-8edc-e97b5d2c8efe","None","2026-01-31 01:02:19.650","[52.061051696317584,-1.131039337053636]","Resolved","Description of the Incident"
"d57b3be4-5c93-4dfe-90c5-935d659ce7df","Vehicle-DM258","27fce582-df73-476c-9941-7a3c9b154a15","Accident","2026-01-31 01:03:08.650","[52.0706450765619,-1.1485443097325638]","Active","Description of the Incident"
"864e6280-1814-4628-80a1-604343ffd4a2","Vehicle-DM258","12d4082b-60a9-4788-b33c-afdcbb893b4c","Medical","2026-01-31 01:03:57.650","[52.079935752284506,-1.166219806027946]","Active","Description of the Incident"
"701c1e7f-e6eb-4eec-adc5-8dea22a1da2f","Vehicle-DM258","8366dffd-4e5c-48e1-955f-c3ef0f462c09","Medical","2026-01-31 01:04:47.650","[52.08964889125061,-1.1838012436492353]","Resolved","Description of the Incident"
"1850ff74-4956-4a47-b70a-2f90d3f55fc3","Vehicle-DM258","2c403c00-b565-4b0f-b8a6-6982e1221b7d","None","2026-01-31 01:05:39.650","[52.09906124490879,-1.2012385656580231]","Resolved","Description of the Incident"
"f3899343-59ab-4b5a-8966-ec1e38ec223f","Vehicle-DM258","e2bcd3bb-720c-45ef-8ec5-516e4cfca163","Police","2026-01-31 01:06:30.650","[52.10837510980118,-1.2191356412423011]","Resolved","Description of the Incident"
"94cfc6a4-183c-4703-8ca8-29552ccef81a","Vehicle-DM258","1e3c624c-ad16-42d3-8225-84e935e2902d","Police","2026-01-31 01:07:20.650","[52.1178445989484,-1.2366763116170232]","Resolved","Description of the Incident"
"32f256fa-f39e-474c-a976-902500a39606","Vehicle-DM258","125b71dd-4667-4db5-90af-c88d7ed0e45d","Accident","2026-01-31 01:08:14.650","[52.12779518248539,-1.2544018593622095]","Resolved","Description of the Incident"
"359144b7-f48c-41f4-b696-b3d78419d87c","Vehicle-DM258","f1b64571-9747-4a74-ab60-5698a76b7e39","Police","2026-01-31 01:08:55.650","[52.137496430056196,-1.272340276820815]","Active","Description of the Incident"
"5eee82fb-5967-4ada-a0b2-8b8b86941817","Vehicle-DM258","486af8ea-2d17-4e1a-8460-d6be8c3e54c3","Accident","2026-01-31 01:09:50.650","[52.14681329949864,-1.289836254543811]","Active","Description of the Incident"
"89222dc3-54b4-4862-9f59-c9786743a9f7","Vehicle-DM258","55d66dc4-36e7-4362-b727-ad1071025d0d","None","2026-01-31 01:10:36.650","[52.15659967500335,-1.307245651217819]","Active","Description of the Incident"
"11368af9-970f-435e-8ae4-04809f2182f2","Vehicle-DM258","8142a12c-5384-4a02-afe2-f66e0d75fb16","None","2026-01-31 01:11:31.650","[52.16675170193778,-1.325095403814997]","Resolved","Description of the Incident"
"1a84a107-eb93-4a2f-b4ee-d96df08a0ea9","Vehicle-DM258","24f2da2e-89c0-40ee-a539-a98635995c28","Police","2026-01-31 01:12:16.650","[52.176904962532475,-1.3427748564219537]","Active","Description of the Incident"
"792f9e4b-932e-4d3a-9b04-1c8fbffd13f6","Vehicle-DM258","b7ba697b-a3a6-4e04-b9f8-039e3e5f5dbc","Police","2026-01-31 01:12:56.650","[52.18704897550846,-1.360490081326404]","Active","Description of the Incident"
"cd802bea-9bc6-4ab6-85a1-76579542e78f","Vehicle-DM258","df077b85-371f-40ac-8d47-aa62ea29c55f","Accident","2026-01-31 01:13:36.650","[52.196463221778274,-1.377650727736227]","Resolved","Description of the Incident"
"5f4be9b8-bb53-49c7-bb2d-e63a9e97aa87","Vehicle-DM258","1d2084d4-5ba6-4e04-8900-6902d159ec3d","None","2026-01-31 01:14:25.650","[52.206532747069545,-1.3955117049566836]","Active","Description of the Incident"
"cdbafa17-dda9-47b6-a3ad-12c3eed64b47","Vehicle-DM258","b48d5a22-e381-4d47-8931-7f7674fa6a9c","Police","2026-01-31 01:15:16.650","[52.21643820653115,-1.4134029347135815]","Active","Description of the Incident"
