"id","deviceid","cameraid","location","timestamp","snapshot"
"71980d3f-a173-44d5-bd66-fe03fdf25c53","Vehicle-DM258","Nikon-Camera-123","[51.98456876897061,-0.9894127320934264]","2026-02-01 01:19:09.885","Base64EncodedString"
"17a8ed38-3642-45e8-baf6-b037a9523e5f","Vehicle-DM258","Nikon-Camera-123","[51.94552481831839,-0.918876482681657]","2026-02-01 19:10:28.407","Base64EncodedString"
"5ad82095-2a28-4bab-bf19-ff20be77fa0f","Vehicle-DM258","Nikon-Camera-123","[51.954980607461756,-0.9363952351877661]","2026-02-01 19:11:21.407","Base64EncodedString"
"e7a5273b-3404-4713-869a-e13926aad29b","Vehicle-DM258","Nikon-Camera-123","[51.965210078060295,-0.9543229054106744]","2026-02-01 19:12:09.407","Base64EncodedString"
"14f2dd32-4b01-4bec-817a-f9126af2c897","Vehicle-DM258","Nikon-Camera-123","[51.51732742679845,-0.14590098924477735]","2026-02-01 18:36:03.407","Base64EncodedString"
"88a0635a-38de-4a7a-9324-2a916f136acc","Vehicle-DM258","Nikon-Camera-123","[51.52717667186139,-0.16331096963185496]","2026-02-01 18:36:55.407","Base64EncodedString"
"fbedf9d5-a7f2-4d67-8638-89a5a11bf5ef","Vehicle-DM258","Nikon-Camera-123","[51.5374218849336,-0.18110037508674234]","2026-02-01 18:37:27.407","Base64EncodedString"
"b50bafca-34f2-4b0c-9c1a-f07361e9820d","Vehicle-DM258","Nikon-Camera-123","[51.547261925564875,-0.19839697042248935]","2026-02-01 18:38:16.407","Base64EncodedString"
"448f52aa-d268-4def-a470-8bf3359f032b","Vehicle-DM258","Nikon-Camera-123","[51.55693005178991,-0.21606956012012093]","2026-02-01 18:39:12.407","Base64EncodedString"
"d5c18ed0-758d-462d-bce1-5a3db236e4e4","Vehicle-DM258","Nikon-Camera-123","[51.56638145428367,-0.23381610467836328]","2026-02-01 18:40:11.407","Base64EncodedString"
"51cce084-4a1c-4262-8680-9b04aef65434","Vehicle-DM258","Nikon-Camera-123","[51.57658259040786,-0.25137492462688477]","2026-02-01 18:41:03.407","Base64EncodedString"
"4fa7b844-6000-4d11-bc02-d3f6db0dac3e","Vehicle-DM258","Nikon-Camera-123","[51.58676841329146,-0.2691015241217443]","2026-02-01 18:41:40.407","Base64EncodedString"
"777071b2-837e-4d8b-84da-4aaacdf11c15","Vehicle-DM258","Nikon-Camera-123","[51.596441180603136,-0.2866316356933832]","2026-02-01 18:42:24.407","Base64EncodedString"
"8c8d00b5-7ede-4bae-9ff6-7fc195a42308","Vehicle-DM258","Nikon-Camera-123","[51.60602268073178,-0.30459947793903847]","2026-02-01 18:42:54.407","Base64EncodedString"
"f65ec0b2-4007-4d68-9cc6-4f295818a8fa","Vehicle-DM258","Nikon-Camera-123","[51.61546352000033,-0.3219629671389633]","2026-02-01 18:43:41.407","Base64EncodedString"
"3a4973a5-8b23-4fc9-b658-f22bcb911fa1","Vehicle-DM258","Nikon-Camera-123","[51.624809445166825,-0.3392109575397592]","2026-02-01 18:44:41.407","Base64EncodedString"
"56ce3090-8e35-4d9d-9d06-a299400739e9","Vehicle-DM258","Nikon-Camera-123","[51.635061808072834,-0.356408044046757]","2026-02-01 18:45:35.407","Base64EncodedString"
"aa1211cd-71a1-495b-8b7c-dff5f747fee8","Vehicle-DM258","Nikon-Camera-123","[51.64437084233284,-0.3739801225243325]","2026-02-01 18:46:23.407","Base64EncodedString"
"313190d0-240c-44eb-8cf5-302d42f7ee19","Vehicle-DM258","Nikon-Camera-123","[51.654327820111135,-0.39189188571696204]","2026-02-01 18:46:57.407","Base64EncodedString"
"38a5e45d-70eb-4de6-acaa-f863b244d187","Vehicle-DM258","Nikon-Camera-123","[52.423251438601774,-1.7827637580964668]","2026-02-01 01:53:37.885","Base64EncodedString"
"292f9c41-c000-4766-9217-df5acb11c2cd","Vehicle-DM258","Nikon-Camera-123","[52.43311735712017,-1.8006770192907948]","2026-02-01 01:54:28.885","Base64EncodedString"
"b2c99103-2c76-400d-8209-5e65490976cd","Vehicle-DM258","Nikon-Camera-123","[52.44301435203572,-1.818145188062796]","2026-02-01 01:55:20.885","Base64EncodedString"
"f209042c-14b0-47c2-bc09-eae8c1026c82","Vehicle-DM258","Nikon-Camera-123","[51.83653253273863,-0.7263692749001908]","2026-02-01 01:07:15.885","Base64EncodedString"
"f1c9788b-8849-466b-b6ea-f37e774b7bec","Vehicle-DM258","Nikon-Camera-123","[51.84610431914362,-0.7438314210638858]","2026-02-01 01:08:04.885","Base64EncodedString"
"bada2ded-6f9e-4ee2-b34f-9a13b444200c","Vehicle-DM258","Nikon-Camera-123","[51.855847735312004,-0.7610712841548348]","2026-02-01 01:08:52.885","Base64EncodedString"
"89c6651a-aeb3-4ca7-9e95-57188be0d9e8","Vehicle-DM258","Nikon-Camera-123","[51.865354576448816,-0.7783931742986617]","2026-02-01 01:09:44.885","Base64EncodedString"
"2c8c5c92-4ecb-47ff-9e6d-eb155366fd10","Vehicle-DM258","Nikon-Camera-123","[51.87559261605726,-0.7956277483728513]","2026-02-01 01:10:33.885","Base64EncodedString"
"d28406e3-df68-4313-95e6-70eb53ef6cc8","Vehicle-DM258","Nikon-Camera-123","[51.885646429741556,-0.8132324485600234]","2026-02-01 01:11:23.885","Base64EncodedString"
"e788e7c6-a0f1-49a9-99bf-196813ca3cf5","Vehicle-DM258","Nikon-Camera-123","[51.89531746503399,-0.8312056432934463]","2026-02-01 01:11:59.885","Base64EncodedString"
"0d51f9f9-8132-4aa5-b7b7-c3061ba586f5","Vehicle-DM258","Nikon-Camera-123","[51.90546219706629,-0.8485660487173282]","2026-02-01 01:12:41.885","Base64EncodedString"
"28363277-251a-4ebc-9c4a-a6ae10ffa458","Vehicle-DM258","Nikon-Camera-123","[51.915238426543844,-0.866419113405565]","2026-02-01 01:13:26.885","Base64EncodedString"
"dd9eb44f-f7a3-4a0d-b1a4-afbc9d62da53","Vehicle-DM258","Nikon-Camera-123","[51.92543335540643,-0.8839532206299371]","2026-02-01 01:14:17.885","Base64EncodedString"
"e15e13e2-8108-43e5-80a5-03dbafd4d517","Vehicle-DM258","Nikon-Camera-123","[51.93548258511433,-0.9017000944143729]","2026-02-01 01:15:11.885","Base64EncodedString"
"65d6838c-339c-4755-8084-d17e634f7ee6","Vehicle-DM258","Nikon-Camera-123","[52.032643840412014,-1.0779351996571327]","2026-02-01 01:23:13.885","Base64EncodedString"
"e84da567-1ba5-4fff-836c-b7598e633600","Vehicle-DM258","Nikon-Camera-123","[52.042206151738796,-1.0950869047260299]","2026-02-01 01:24:00.885","Base64EncodedString"
"6cc04f4d-3481-4fa9-bf0b-92dc2c28418c","Vehicle-DM258","Nikon-Camera-123","[51.7411350270954,-0.551469736259832]","2026-02-01 18:54:29.407","Base64EncodedString"
"e6bac53d-8e51-404c-8364-0ae58744790a","Vehicle-DM258","Nikon-Camera-123","[51.750515325563114,-0.5691721604872683]","2026-02-01 18:55:07.407","Base64EncodedString"
"c1b51f64-2736-4f6d-a1b3-acd55bb36a65","Vehicle-DM258","Nikon-Camera-123","[51.759878569423186,-0.5864150540939681]","2026-02-01 18:56:05.407","Base64EncodedString"
"5efc9c58-8996-42e2-a2df-5c535dcb814c","Vehicle-DM258","Nikon-Camera-123","[52.25635986003812,-1.482863072520283]","2026-02-01 01:41:05.885","Base64EncodedString"
"f78ec231-a6ed-491e-a67e-3c1cc1e74811","Vehicle-DM258","Nikon-Camera-123","[52.26655847699183,-1.500243900366149]","2026-02-01 01:42:01.885","Base64EncodedString"
"c8a6e344-8ed3-4200-bc1a-3a0d6997655f","Vehicle-DM258","Nikon-Camera-123","[52.26655847699183,-1.500243900366149]","2026-02-01 19:36:42.407","Base64EncodedString"
"704a16f0-ceab-4695-98d9-d1bc3e7a39c7","Vehicle-DM258","Nikon-Camera-123","[52.2767498806959,-1.5177235597572583]","2026-02-01 19:37:21.407","Base64EncodedString"
"4fa04e57-9c4b-443b-be00-19ef241da389","Vehicle-DM258","Nikon-Camera-123","[52.28682439350693,-1.5349730991605515]","2026-02-01 19:38:02.407","Base64EncodedString"
"62a746b8-f18b-46cf-8bf9-b5476e03e9ff","Vehicle-DM258","Nikon-Camera-123","[52.29658072489578,-1.5530237997996446]","2026-02-01 19:38:56.407","Base64EncodedString"
"e791ad56-b1e9-4fbf-92e2-bd2a2697a106","Vehicle-DM258","Nikon-Camera-123","[52.30613318347414,-1.571026211062881]","2026-02-01 19:39:37.407","Base64EncodedString"
"94a2170f-4d9c-4752-89e0-c006b83f63f6","Vehicle-DM258","Nikon-Camera-123","[52.31633643938288,-1.588930843862807]","2026-02-01 19:40:09.407","Base64EncodedString"
"4b2b1742-d2df-447e-a537-00bef0ae2905","Vehicle-DM258","Nikon-Camera-123","[52.325721631381505,-1.6061695845542783]","2026-02-01 19:40:43.407","Base64EncodedString"
"b24ca48e-a2f5-4d77-a047-fa917e444b3c","Vehicle-DM258","Nikon-Camera-123","[52.33594868444722,-1.6240158444141923]","2026-02-01 19:41:35.407","Base64EncodedString"
"2e35b99a-3407-435f-8b19-740f6cada0c1","Vehicle-DM258","Nikon-Camera-123","[52.34563482408996,-1.6419520358520312]","2026-02-01 19:42:08.407","Base64EncodedString"
"67ccf687-d6b8-4282-9258-4bae2ea076d9","Vehicle-DM258","Nikon-Camera-123","[52.3559116449939,-1.6592910577520548]","2026-02-01 19:42:44.407","Base64EncodedString"
"846b3c01-f854-4bd4-8199-bec09a140a72","Vehicle-DM258","Nikon-Camera-123","[52.36547691983988,-1.676433029620207]","2026-02-01 19:43:18.407","Base64EncodedString"
"49bc30c7-a8d5-4b54-a90d-07a6415d94e5","Vehicle-DM258","Nikon-Camera-123","[52.37493916604129,-1.6945066306023457]","2026-02-01 19:44:11.407","Base64EncodedString"
"c56382f9-5ec9-4152-9c7b-a3510194313f","Vehicle-DM258","Nikon-Camera-123","[52.38495440903845,-1.7117238789144391]","2026-02-01 19:45:02.407","Base64EncodedString"
"e8464971-a71c-4d1d-b82a-539b7c400a91","Vehicle-DM258","Nikon-Camera-123","[52.39431589975422,-1.7297690884370283]","2026-02-01 19:45:51.407","Base64EncodedString"
"31693a9e-dc66-4b91-ac8a-73374dc912fe","Vehicle-DM258","Nikon-Camera-123","[52.4037030782159,-1.7471933090184821]","2026-02-01 19:46:48.407","Base64EncodedString"
"a7afed7f-5f40-465a-9fb4-e2017825c731","Vehicle-DM258","Nikon-Camera-123","[52.41340706786616,-1.7652242231792064]","2026-02-01 19:47:31.407","Base64EncodedString"
"844dd483-5753-418c-960b-ed9412f64e96","Vehicle-DM258","Nikon-Camera-123","[52.423251438601774,-1.7827637580964668]","2026-02-01 19:48:18.407","Base64EncodedString"
"fc1b5172-aaca-4b27-a4d5-3659f3981471","Vehicle-DM258","Nikon-Camera-123","[52.43311735712017,-1.8006770192907948]","2026-02-01 19:49:09.407","Base64EncodedString"
"40bac379-3e15-42d7-8c0c-8330bb486ada","Vehicle-DM258","Nikon-Camera-123","[52.44301435203572,-1.818145188062796]","2026-02-01 19:50:01.407","Base64EncodedString"
"78895156-e8e5-4621-896b-6d7d42afa5f6","Vehicle-DM258","Nikon-Camera-123","[52.45237193745697,-1.8355302190036773]","2026-02-01 19:50:31.407","Base64EncodedString"
"5c99ca2f-8bbe-4d4c-b1c1-f72c36150161","Vehicle-DM258","Nikon-Camera-123","[52.46254327964149,-1.8535006391002726]","2026-02-01 19:51:25.407","Base64EncodedString"
"046e6409-66cc-4997-b46a-f45e601b6229","Vehicle-DM258","Nikon-Camera-123","[52.47217645249697,-1.8715157493280716]","2026-02-01 19:52:16.407","Base64EncodedString"
"b0d5193f-1819-45a9-b7dc-299b12ec65b4","Vehicle-DM258","Nikon-Camera-123","[52.48223180202427,-1.8888775884323104]","2026-02-01 19:52:55.407","Base64EncodedString"
"ae724dfa-0e0a-46aa-a025-aafec996dab0","Vehicle-DM258","Nikon-Camera-123","[51.51732742679845,-0.14590098924477735]","2026-02-01 00:41:22.885","Base64EncodedString"
"62914788-ed65-43d4-9fe4-bc7109a4a5ed","Vehicle-DM258","Nikon-Camera-123","[52.33594868444722,-1.6240158444141923]","2026-02-01 01:46:54.885","Base64EncodedString"
"57d27ad0-f26d-4a07-906e-fd90785e5816","Vehicle-DM258","Nikon-Camera-123","[52.34563482408996,-1.6419520358520312]","2026-02-01 01:47:27.885","Base64EncodedString"
"87cff294-37f5-49dd-a223-6ecdd503a80c","Vehicle-DM258","Nikon-Camera-123","[52.196463221778274,-1.377650727736227]","2026-02-01 01:37:04.885","Base64EncodedString"
"dded003e-7df6-408b-b334-fdd1364dfa4c","Vehicle-DM258","Nikon-Camera-123","[51.52717667186139,-0.16331096963185496]","2026-02-01 00:42:14.885","Base64EncodedString"
"4ea9d711-5ffe-4d09-8737-1a82418cbcac","Vehicle-DM258","Nikon-Camera-123","[51.5374218849336,-0.18110037508674234]","2026-02-01 00:42:46.885","Base64EncodedString"
"1b6c5d0b-41c3-4748-abd2-52bca5533b27","Vehicle-DM258","Nikon-Camera-123","[51.547261925564875,-0.19839697042248935]","2026-02-01 00:43:35.885","Base64EncodedString"
"c941d953-3325-4e58-8453-7e74238e4be2","Vehicle-DM258","Nikon-Camera-123","[51.55693005178991,-0.21606956012012093]","2026-02-01 00:44:31.885","Base64EncodedString"
"5d19c3b4-9760-4e72-bea9-21b97f8c7db8","Vehicle-DM258","Nikon-Camera-123","[51.56638145428367,-0.23381610467836328]","2026-02-01 00:45:30.885","Base64EncodedString"
"ba1987ac-b05d-4cc7-b9c1-11743cf23ec7","Vehicle-DM258","Nikon-Camera-123","[51.57658259040786,-0.25137492462688477]","2026-02-01 00:46:22.885","Base64EncodedString"
"caaae66e-9e60-483a-a8e2-52ab03b9490b","Vehicle-DM258","Nikon-Camera-123","[52.206532747069545,-1.3955117049566836]","2026-02-01 01:37:53.885","Base64EncodedString"
"30f9fce9-5937-478b-b8d3-d8b5eae62671","Vehicle-DM258","Nikon-Camera-123","[51.58676841329146,-0.2691015241217443]","2026-02-01 00:46:59.885","Base64EncodedString"
"0f158449-0da2-48ec-afde-3bf46a4fc3d5","Vehicle-DM258","Nikon-Camera-123","[51.596441180603136,-0.2866316356933832]","2026-02-01 00:47:43.885","Base64EncodedString"
"bc01ad81-6e94-43d6-a514-a69534d5b74d","Vehicle-DM258","Nikon-Camera-123","[51.60602268073178,-0.30459947793903847]","2026-02-01 00:48:13.885","Base64EncodedString"
"76fbb52c-5955-43f9-bc3f-6ff3538df493","Vehicle-DM258","Nikon-Camera-123","[51.61546352000033,-0.3219629671389633]","2026-02-01 00:49:00.885","Base64EncodedString"
"6171bd0a-7c4e-4574-9b0a-1555bce205a3","Vehicle-DM258","Nikon-Camera-123","[51.624809445166825,-0.3392109575397592]","2026-02-01 00:50:00.885","Base64EncodedString"
"c8b38e6a-98ff-4f55-a934-880b2cdf800b","Vehicle-DM258","Nikon-Camera-123","[51.635061808072834,-0.356408044046757]","2026-02-01 00:50:54.885","Base64EncodedString"
"b664be5c-06b3-4281-9eab-6f958b978cbc","Vehicle-DM258","Nikon-Camera-123","[51.64437084233284,-0.3739801225243325]","2026-02-01 00:51:42.885","Base64EncodedString"
"6d002e79-6004-4166-bc57-038e7a12f332","Vehicle-DM258","Nikon-Camera-123","[51.654327820111135,-0.39189188571696204]","2026-02-01 00:52:16.885","Base64EncodedString"
"12ad05db-6ad5-44b8-9dde-c12b57e9a9b7","Vehicle-DM258","Nikon-Camera-123","[51.664039398734154,-0.40955086104892535]","2026-02-01 00:53:09.885","Base64EncodedString"
"a58201e9-3574-429d-a6b2-5b1a5f9d9aac","Vehicle-DM258","Nikon-Camera-123","[51.67346758103125,-0.42749337301313817]","2026-02-01 00:53:53.885","Base64EncodedString"
"625e4ac0-c89b-4c45-8b48-85a96245210e","Vehicle-DM258","Nikon-Camera-123","[51.6831619950892,-0.44513801459516716]","2026-02-01 00:54:50.885","Base64EncodedString"
"67b2b371-f269-4371-9635-4b2b71e3428d","Vehicle-DM258","Nikon-Camera-123","[51.692604791914476,-0.46296730676967257]","2026-02-01 00:55:50.885","Base64EncodedString"
"c1b26fe6-5e31-4869-ae93-8e5be1531fc1","Vehicle-DM258","Nikon-Camera-123","[51.701949671494205,-0.48058547827267917]","2026-02-01 00:56:47.885","Base64EncodedString"
"81fee9c3-c496-4473-8f07-e712f1e344f7","Vehicle-DM258","Nikon-Camera-123","[51.711857053004536,-0.49829225335734334]","2026-02-01 00:57:35.885","Base64EncodedString"
"681330c1-e920-489d-ac10-60ffbf2ec213","Vehicle-DM258","Nikon-Camera-123","[51.722074071336245,-0.5154825190698985]","2026-02-01 00:58:05.885","Base64EncodedString"
"8ef2c87c-179a-49f9-ad17-7b96f337b93a","Vehicle-DM258","Nikon-Camera-123","[51.731731598424986,-0.5334507722375413]","2026-02-01 00:59:01.885","Base64EncodedString"
"d2e73570-771a-4f8c-b08a-6d1de51dbae5","Vehicle-DM258","Nikon-Camera-123","[51.7411350270954,-0.551469736259832]","2026-02-01 00:59:48.885","Base64EncodedString"
"0c9d37ed-c236-49e8-b98a-5a7dc473f51d","Vehicle-DM258","Nikon-Camera-123","[51.750515325563114,-0.5691721604872683]","2026-02-01 01:00:26.885","Base64EncodedString"
"b82ab759-f3a3-49b7-abca-060740acb91a","Vehicle-DM258","Nikon-Camera-123","[51.759878569423186,-0.5864150540939681]","2026-02-01 01:01:24.885","Base64EncodedString"
"917c5e5f-2626-41a4-811f-172f859584f1","Vehicle-DM258","Nikon-Camera-123","[51.76937664596153,-0.6042915243547452]","2026-02-01 01:01:57.885","Base64EncodedString"
"ab52c792-5e84-4824-8fa7-47add3423390","Vehicle-DM258","Nikon-Camera-123","[51.778689432323425,-0.6216809598829901]","2026-02-01 01:02:37.885","Base64EncodedString"
"8bc219cc-0ec6-4b42-98df-a234e8b770f5","Vehicle-DM258","Nikon-Camera-123","[51.78819986604097,-0.6389903732773932]","2026-02-01 01:03:21.885","Base64EncodedString"
"55544e69-584d-42c2-94df-a43b0923497c","Vehicle-DM258","Nikon-Camera-123","[51.79783901217005,-0.6566069676018652]","2026-02-01 01:04:12.885","Base64EncodedString"
"bca95a77-47ec-465c-9319-14b261116931","Vehicle-DM258","Nikon-Camera-123","[51.80723541471727,-0.6742984038433006]","2026-02-01 01:05:05.885","Base64EncodedString"
"164603b3-f4d2-4412-8375-8306d07ea9b3","Vehicle-DM258","Nikon-Camera-123","[51.81704333506583,-0.6916178929736005]","2026-02-01 01:05:56.885","Base64EncodedString"
"bf09f525-4dcd-4898-9c23-9878aabe370f","Vehicle-DM258","Nikon-Camera-123","[51.82683845756987,-0.7090770000694948]","2026-02-01 01:06:36.885","Base64EncodedString"
"ef47d1cc-0c11-451c-a63c-500f0103f597","Vehicle-DM258","Nikon-Camera-123","[52.12779518248539,-1.2544018593622095]","2026-02-01 19:26:23.407","Base64EncodedString"
"9cfd1fdd-7330-4320-8b81-2e78104bf380","Vehicle-DM258","Nikon-Camera-123","[52.137496430056196,-1.272340276820815]","2026-02-01 19:27:04.407","Base64EncodedString"
"40372d09-6235-4495-9353-b9d083adf8a4","Vehicle-DM258","Nikon-Camera-123","[52.14681329949864,-1.289836254543811]","2026-02-01 19:27:59.407","Base64EncodedString"
"67e896bb-d245-435e-aa29-d3e333feb7d1","Vehicle-DM258","Nikon-Camera-123","[52.15659967500335,-1.307245651217819]","2026-02-01 19:28:45.407","Base64EncodedString"
"2c47d2a5-f8be-438b-b309-802665763165","Vehicle-DM258","Nikon-Camera-123","[52.16675170193778,-1.325095403814997]","2026-02-01 19:29:40.407","Base64EncodedString"
"c1f734f7-7049-4ff0-b8d2-2cd8f467d5f5","Vehicle-DM258","Nikon-Camera-123","[52.4037030782159,-1.7471933090184821]","2026-02-01 01:52:07.885","Base64EncodedString"
"83107950-ea9e-4385-a3e9-c19d3f11dfe7","Vehicle-DM258","Nikon-Camera-123","[52.41340706786616,-1.7652242231792064]","2026-02-01 01:52:50.885","Base64EncodedString"
"3ce1b6f4-2b86-40a2-b8f6-abb864d4fe9a","Vehicle-DM258","Nikon-Camera-123","[52.47217645249697,-1.8715157493280716]","2026-02-01 01:57:35.885","Base64EncodedString"
"e2d3bc45-4177-42c2-87fe-b46657a79446","Vehicle-DM258","Nikon-Camera-123","[52.48223180202427,-1.8888775884323104]","2026-02-01 01:58:14.885","Base64EncodedString"
"b801652b-1cb3-437f-a9c3-5d262f06e45a","Vehicle-DM258","Nikon-Camera-123","[52.176904962532475,-1.3427748564219537]","2026-02-01 19:30:25.407","Base64EncodedString"
"12990ab3-09e0-49b6-bde8-af8c017e021c","Vehicle-DM258","Nikon-Camera-123","[52.18704897550846,-1.360490081326404]","2026-02-01 19:31:05.407","Base64EncodedString"
"898895a1-ce19-419e-b6e2-295664383ebb","Vehicle-DM258","Nikon-Camera-123","[52.196463221778274,-1.377650727736227]","2026-02-01 19:31:45.407","Base64EncodedString"
"55fdadcc-72d7-4570-83cf-deddb8c43f12","Vehicle-DM258","Nikon-Camera-123","[51.915238426543844,-0.866419113405565]","2026-02-01 19:08:07.407","Base64EncodedString"
"9799a006-a3eb-4c6e-b899-5acffe723baf","Vehicle-DM258","Nikon-Camera-123","[51.92543335540643,-0.8839532206299371]","2026-02-01 19:08:58.407","Base64EncodedString"
"c311ac9d-42bb-49f8-abb8-0b53d7da6146","Vehicle-DM258","Nikon-Camera-123","[51.93548258511433,-0.9017000944143729]","2026-02-01 19:09:52.407","Base64EncodedString"
"3f9e1eac-6e3e-4da1-a2aa-ed39ce818b4e","Vehicle-DM258","Nikon-Camera-123","[52.16675170193778,-1.325095403814997]","2026-02-01 01:34:59.885","Base64EncodedString"
"84f137de-a107-4648-b321-afca90464033","Vehicle-DM258","Nikon-Camera-123","[52.176904962532475,-1.3427748564219537]","2026-02-01 01:35:44.885","Base64EncodedString"
"ea1c20e7-755c-44f7-a839-d818901571a5","Vehicle-DM258","Nikon-Camera-123","[52.18704897550846,-1.360490081326404]","2026-02-01 01:36:24.885","Base64EncodedString"
"1c03f5d1-1b42-4b83-a3d2-aa8f61af68cb","Vehicle-DM258","Nikon-Camera-123","[51.94552481831839,-0.918876482681657]","2026-02-01 01:15:47.885","Base64EncodedString"
"9e5e62a7-285f-4850-a372-fec7d6e84745","Vehicle-DM258","Nikon-Camera-123","[51.954980607461756,-0.9363952351877661]","2026-02-01 01:16:40.885","Base64EncodedString"
